new_user_id,total_acc_mean,total_acc_median,total_acc_variance,total_acc_skewness,total_acc_kurtosis,total_acc_dominant_freq,x_acc_mean,x_acc_median,x_acc_variance,x_acc_skewness,x_acc_kurtosis,x_acc_dominant_freq,y_acc_mean,y_acc_median,y_acc_variance,y_acc_skewness,y_acc_kurtosis,y_acc_dominant_freq,z_acc_mean,z_acc_median,z_acc_variance,z_acc_skewness,z_acc_kurtosis,z_acc_dominant_freq
0,1.8402001460900215,1.8619185362268704,0.7609274709966798,0.1453647386429134,-0.8582026937710228,0.0,-0.030550894202,0.209068635,2.2708528989668775,-0.3606013364516678,-1.0082323476042265,0.8,-0.2575804952,-0.407752545,1.6051539707488018,0.07508479572796309,-0.769831401560475,0.8,0.031019735907499988,-0.068569622,0.20301388629094702,0.17977851990861554,-0.9702317649992782,0.8
0,1.8705611533345472,1.7675684517953756,0.8010515391705875,0.4407201429464321,-0.37483983255273223,0.0,0.083717552634,0.24602597999999998,2.2811943318405667,-0.4596839571803908,-0.9280948525277242,0.8,-0.3981390621575,-0.54916783,1.652523807222002,-0.08595993667043691,-0.3028528002655211,0.0,0.011288789894999991,-0.104763388,0.20068165026031576,0.3900913099482283,-0.7646616524456888,0.9
0,1.8784794897269421,1.697851751633401,0.8998153298736582,0.49542573258885153,-0.4551874192886558,0.0,-0.009327913035000033,0.17104227,2.3326202175406636,-0.30665002664788527,-0.9735283467976958,0.9,-0.34988833884000003,-0.39507711,1.742239696046984,-0.2238095407167012,-0.270002296763872,0.9,0.020635027344999998,-0.09957104,0.23070594563947167,0.23746553299314166,-0.8781847989406524,0.9
0,1.8810856594149477,1.7947513284577479,0.889815147591637,0.4849078467297447,-0.34443742450053305,0.0,0.081784165965,0.28924468,2.2927043705743624,-0.3971898098258292,-0.9136069114263266,0.8,-0.421159516805,-0.380416335,1.7531934841555445,-0.26276650846564253,-0.38503422793634323,0.0,-0.008213083653999994,-0.05589417,0.1982691077771775,0.234627872002095,-0.7169466471980743,0.8
1,9.807107978562346,9.326570580225429,11.765461098720461,0.370346949877831,-0.5179190441302395,0.0,4.71561958423,4.7692499,7.9775517519881145,0.04559792442043867,-0.3233958696335595,0.0,7.607815162,7.029376,12.639106095707193,0.6924458735261516,-0.15466178077384285,0.0,1.475211299965,1.4556746,5.036002172331356,0.024732747255032116,0.49941339702147314,0.0
1,9.448197572014356,9.130910127352731,10.085103040901583,0.41448719767057013,-0.4465592008356123,0.0,6.6694796905,6.588842850000001,5.589850657394054,0.053437878310582304,-0.6717194363601218,0.0,5.8219322602,4.9990931,8.245652866635387,0.9289545633065882,0.12483623024125423,0.0,1.5740439447299999,1.6089035,4.663567952399467,0.3478697839828222,1.4314214898088213,0.0
1,9.603667524427543,9.235195596617118,9.805296538027891,0.4931163581761021,-0.3001937496529643,0.0,6.8493320870000005,6.7229182000000005,5.277954369533517,0.03709035768390207,-0.7884573022762749,0.0,5.888012249,5.07570735,8.660335510132343,1.019362848949852,0.39446014012942454,0.0,1.59568752057,1.4748282000000001,3.96917963242161,0.41458516548600166,1.2954648598691207,0.0
1,9.662944486406245,10.483939759664544,6.699034994747465,0.1191918319452834,-0.011984326384471888,0.0,5.276245853999999,5.7843914,9.84642167818607,-0.18246765676415289,-1.2767433522170766,0.0,5.0919880385,3.6966474,6.93328837449322,1.3669138289501495,1.0801672864644392,0.0,3.7259523947199993,2.3750482,15.64198734563803,0.5217200512010628,-1.0774248279676197,0.0
2,11.812123634771964,11.3125590654648,30.637918936766017,0.3000041578792828,-0.9195772384733081,0.0,3.5179500000000004,2.9699999999999998,14.749971297499998,0.8705601616703263,1.348518327148727,0.0,9.821800000000001,10.25,35.05856076,-0.07216728929006912,-1.2709534297636178,0.0,-0.83506352385,-1.64806205,10.814593111039676,1.2255054215888328,1.630126037806007,2.0
2,11.560221326161102,11.833568266789321,27.61203736922175,0.3389748332991057,-0.6816323289150952,0.0,3.2253999999999996,2.81,13.76220184,0.9338494292541513,1.5042502746688138,0.0,9.84025,10.780000000000001,30.7703714375,-0.05087602108060785,-1.1424381699862642,0.0,-0.54481390447,-1.1849702500000001,9.187633788547817,1.2720065116780908,2.0959551570142443,2.1
